sample,field,date,sampling.period,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum,SapSum,AMF,total.fame,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
RN 59,RN-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.8,17.08185053,6.222,91.377,105.023,1.149,49.447,12.477,29.453,84.906,20.117,374.8105159,95,1501,2169,4983,8.3,25.81,29,5.86,9.99,311,67,4.1,1.81,10.94,1.36,12.3,3,2018
RN 60,RN-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.8,18.52300242,4.235,80.434,90.784,1.129,43.733,10.718,25.983,78.069,12.715,337.282732,35,1481,2070,4847,7.7,24.64,24,5.56,5.72,304,67,4.12,1.66,5.52,1.5,7.02,3,2018
JA 109,JA-1-18,9/24/18,18-Oct,no,no,no,yes,medium-high,no,8.4,8.67768595,1.225,24.516,35.71,1.457,13.859,3.331,7.326,32.53,3.18,110.5389325,153,1345,818,2841,8.6,12.63,24,3.96,16.11,103,86,2.33,0.6,4.81,1.38,6.19,1,2018
JA 110,JA-1-18,9/24/18,18-Oct,no,no,no,yes,medium-high,no,8.4,7.880724175,0.415,19.861,15.176,0.764,9.326,3.36,7.175,13.741,1.435,67.30803573,80,877,856,6187,8.5,21.35,21,4.16,18.99,98,68,2.74,0.51,2.61,1.19,3.8,1,2018
JA 111,JA-1-18,9/24/18,18-Oct,no,no,no,yes,medium-high,no,8.4,6.444683136,0.383,13.733,16.293,1.186,7.023,2.172,4.538,14.138,2.155,54.89529637,48,733,650,2046,8.4,9.56,16,2.61,9.17,86,72,2.05,0.41,2.68,1.22,3.9,1,2018
JA 112,JA-1-18,9/24/18,18-Oct,no,no,no,yes,medium-high,no,8.4,6.430868167,0.758,20.578,27.915,1.357,10.774,2.913,6.891,25.736,2.179,89.79716976,100,726,595,1836,8.2,8.79,17,1.93,6.96,77,73,2.34,0.44,2.57,1.42,3.99,1,2018
JA 113,JA-2-18,9/24/18,18-Oct,yes,yes,yes,no,none-low,no,10.4,8.53909465,0.6,13.994,22.133,1.582,6.77,2.423,4.801,17.388,4.745,67.55811503,26,561,758,1842,8.1,9.28,20,2.88,2.46,95,65,1.67,0.37,2.32,1.66,3.98,2,2018
JA 114,JA-2-18,9/24/18,18-Oct,yes,yes,yes,no,none-low,no,10.4,9.493670886,0.744,20.617,34.301,1.664,10.554,3.047,7.016,27.01,7.291,104.0110237,42,757,836,2598,7.8,12.54,59,2.64,1.58,122,61,1.93,0.53,2.75,1.53,4.28,2,2018
JA 115,JA-2-18,9/24/18,18-Oct,yes,yes,yes,no,none-low,no,10.4,8.742004264,0.671,14.887,25.889,1.739,6.876,2.033,5.978,20.307,5.582,72.22874802,18,565,797,2140,8.2,10.59,19,3.13,1.26,113,64,1.76,0.45,1.72,1.79,3.51,2,2018
JA 116,JA-2-18,9/24/18,18-Oct,yes,yes,yes,no,none-low,no,10.4,7.227615965,0.848,17.725,29.064,1.64,8.867,2.828,6.03,23.697,5.367,91.95984232,40,686,732,1966,8.5,9.24,68,3.94,2.56,93,65,1.81,0.44,4.11,1.6,5.71,2,2018
JA 117,JA-3-18,9/24/18,18-Oct,yes,no,yes,no,none-low,no,9.9,6.83491062,0.12,6.255,5.839,0.933,2.759,1.02,2.476,5.411,0.428,23.65052804,51,502,283,3639,8.4,11.72,11,1.41,0.79,85,71,1.67,0.39,1.64,1.34,2.98,3,2018
JA 118,JA-3-18,9/24/18,18-Oct,yes,no,yes,no,none-low,no,9.9,6.759656652,0.13,4.781,4.394,0.919,2.008,0.772,2.001,3.953,0.441,17.51656927,64,454,270,2839,8,10,17,1.33,0.71,73,73,1.39,0.38,7.49,1.95,9.44,3,2018
JA 119,JA-3-18,9/24/18,18-Oct,yes,no,yes,no,none-low,no,9.9,5.584826133,0.099,3.406,3.821,1.122,1.538,0.501,1.367,3.536,0.285,13.16043932,99,518,321,3107,7.5,10.96,37,1.47,1.04,83,83,1.57,0.36,38.56,2.62,41.18,3,2018
JA 120,JA-3-18,9/24/18,18-Oct,yes,no,yes,no,none-low,no,9.9,6.209850107,0.247,7.72,8.859,1.148,3.533,1.315,2.872,8.259,0.6,28.43340076,57,558,321,3362,8.1,11.65,16,1.7,1.08,82,71,1.67,0.48,5.01,1.4,6.41,3,2018
BE 13,BE-1-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,33.1,12.78026906,2.052,45.433,50.574,1.113,26.16,4.874,14.399,45.978,4.596,176.2470885,163,1550,1340,4509,7.1,21.24,19,2.23,4.66,429,102,4.89,1.65,6.68,2.32,9,1,2018
BE 14,BE-1-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,33.1,7.165437302,1.255,39.538,29.791,0.753,21.508,4.451,13.579,27.676,2.115,133.3410571,205,1614,1396,4855,6.7,22.82,34,2.44,4.99,386,106,5,1.63,45.1,2.14,47.24,1,2018
BE 15,BE-1-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,33.1,-0.777378292,0.573,33.113,28.447,0.859,17.846,3.637,11.63,26.16,2.287,113.4552514,216,1702,1479,5039,7.1,23.74,27,2.47,6.59,409,117,4.87,1.77,14.09,2.1,16.19,1,2018
BE 16,BE-1-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,33.1,10.31578947,1.471,59.703,49.916,0.836,32.514,6.762,20.427,45.358,4.558,200.0443438,128,1686,1539,5488,7.4,24.29,21,2.61,4.55,448,93,5.89,1.7,6.99,1.92,8.91,1,2018
BE 17,BE-2-18,9/26/18,18-Oct,no,no,no,yes,medium-high,no,28.5,16.42294713,1.499,30.465,26.385,0.866,16.191,3.725,10.549,22.263,4.122,110.9519436,89,1365,1608,4955,8,22.43,20,3.4,7.93,469,73,5.73,1.57,7.1,1.52,8.62,2,2018
BE 18,BE-2-18,9/26/18,18-Oct,no,no,no,yes,medium-high,no,28.5,14.63146315,1.533,60.845,59.084,0.971,35.058,6.602,19.185,52.11,6.974,223.1796596,97,1207,1588,4428,7.2,21.23,19,3.14,6.13,399,67,4.46,1.86,7.79,2.17,9.96,2,2018
BE 19,BE-2-18,9/26/18,18-Oct,no,no,no,yes,medium-high,no,28.5,12.36673774,0.927,39.527,34.011,0.86,21.602,5.161,12.764,30.256,3.755,137.1811191,136,1436,1652,4745,8,22.58,18,2.82,6.51,424,78,5.26,1.66,5.13,1.57,6.7,2,2018
BE 20,BE-2-18,9/26/18,18-Oct,no,no,no,yes,medium-high,no,28.5,13.03867403,1.405,41.633,37.587,0.903,23.036,4.683,13.914,33.59,3.997,147.9935739,149,1455,1540,4668,7.6,21.95,23,2.96,8,433,83,5.86,1.78,4.21,1.74,5.95,2,2018
EE 21,EE-1-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,31.1,10.22964509,1.167,29.099,26.606,0.914,15.54,3.741,9.818,21.51,5.096,101.9867461,142,1259,1668,4903,8.2,22.42,21,3.58,4.83,356,65,4.4,1.48,2.97,1.74,4.71,1,2018
EE 22,EE-1-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,31.1,13.35578002,1.272,43.321,38.006,0.877,23.036,5.516,14.769,27.149,10.857,145.7944106,139,1369,1392,4700,7.4,21.7,19,2.74,4.24,374,65,4.05,1.55,3.07,1.72,4.79,1,2018
EE 23,EE-1-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,31.1,14.57399103,2.287,47.535,52.659,1.108,26.079,5.937,15.519,41.037,11.622,180.5135879,103,1220,1609,5080,8.5,22.96,23,3.97,4.6,346,56,4.35,1.46,4.38,1.62,6,1,2018
EE 24,EE-1-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,31.1,10.10526316,2.113,44.541,44.116,0.99,22.486,5.848,16.207,36.45,7.666,159.7820727,110,1242,1447,9006,8.6,31.73,25,5.27,5.75,318,45,4.52,1.45,3.49,1.58,5.07,1,2018
BS 97,BS-1-18,9/26/18,18-Oct,no,yes,yes,no,none-low,no,28.8,10.80786026,1.644,44.602,51.983,1.165,24.035,5.098,15.469,43.902,8.081,169.4977962,20,1596,1402,5240,8.2,22.58,36,3.29,2.22,300,76,4.85,1.47,3.61,1.52,5.13,1,2018
BS 98,BS-1-18,9/26/18,18-Oct,no,yes,yes,no,none-low,no,28.8,11.44067797,2.26,44.267,52.642,1.189,23.461,5.175,15.631,45.512,7.13,178.6100748,26,1426,1331,5766,8.2,23.78,35,3.85,2.52,318,74,5.63,1.38,3.87,1.68,5.55,1,2018
BS 99,BS-1-18,9/26/18,18-Oct,no,yes,yes,no,none-low,no,28.8,8.981380066,0.947,39.343,36.112,0.918,20.892,5.032,13.419,30.596,5.516,132.6398969,20,1357,1260,5214,8.4,22.02,35,3.57,2.25,257,77,4.74,1.49,4.8,2,6.8,1,2018
BS 100,BS-1-18,9/26/18,18-Oct,no,yes,yes,no,none-low,no,28.8,8.135942327,1.738,51.327,59.569,1.161,28.004,6.184,17.139,50.554,9.015,195.7899671,22,1232,1235,5191,8.1,21.3,61,3.38,2.74,240,70,4.54,1.49,11.47,1.45,12.92,1,2018
BS 101,BS-2-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,34.8,13.22869955,2.798,40.213,39.146,0.973,18.659,5.994,15.56,28.008,11.138,134.2712318,12,1182,1791,10234,8.5,36.16,43,5.09,2.6,224,77,5.93,1.75,10.96,1.49,12.45,2,2018
BS 102,BS-2-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,34.8,11.44640999,1.996,51.259,49.398,0.964,24.333,6.741,20.185,38.611,10.787,169.3145037,19,1420,1746,7020,8.4,29.04,48,4.82,2.7,256,81,5.99,1.68,25.64,1.69,27.33,2,2018
BS 103,BS-2-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,34.8,13.58159912,2.197,46.229,49.936,1.08,22.745,6.509,16.975,37.76,12.176,167.4740275,29,1164,1406,9730,8.5,33.67,42,3.89,10.59,270,60,5.3,1.55,7.57,1.61,9.18,2,2018
BS 104,BS-2-18,9/26/18,18-Oct,no,yes,yes,yes,medium-high,no,34.8,13.15192744,2.139,42.759,40.639,0.95,20.878,6.109,15.772,32.688,7.951,144.1675229,32,1329,1684,6335,7.9,26.55,49,4.51,4.86,287,74,5.8,1.74,51.94,1.45,53.39,2,2018
EE 105,EE-2-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,28.9,13.73626374,1.812,40.797,41.633,1.02,21.514,5.371,13.912,35.14,6.493,156.4072743,102,1074,1360,4409,8.2,19.66,15,3.16,5.16,426,87,4.56,1.31,2.48,1.56,4.04,2,2018
EE 106,EE-2-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,28.9,9.572301426,1.784,34.921,33.797,0.968,18.41,4.483,12.028,29.215,4.582,127.7778151,80,1047,1367,4149,8,19.41,16,2.91,5.14,403,84,4.48,1.26,2.4,1.72,4.12,2,2018
EE 107,EE-2-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,28.9,12.17587373,0.97,34.786,26.484,0.761,17.871,4.632,12.283,23.611,2.873,113.8821761,89,1205,1163,3813,7.8,17.92,17,2.51,4.39,401,84,4.37,1.29,2.98,1.63,4.61,2,2018
EE 108,EE-2-18,9/26/18,18-Oct,no,yes,no,yes,medium-high,no,28.9,10.98901099,0.889,44.085,34.356,0.779,22.962,5.835,15.288,31.257,3.099,146.2492338,119,1289,1199,4081,7.5,18.45,18,2.69,5.52,404,85,4.17,1.39,3.46,1.56,5.02,2,2018
MH 61,MH-1-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,21.2,11.69265033,1.595,21.443,22.67,1.057,11.269,2.811,7.363,20.721,1.949,82.55611679,105,854,710,3236,7.4,13.74,6,1.34,1.2,208,83,1.63,0.66,5.03,1.44,6.47,1,2018
MH 62,MH-1-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,21.2,12.51336898,0.498,22.391,22.92,1.024,11.999,3.174,7.218,20.399,2.521,79.48009244,120,941,736,3519,7.5,15.07,5,1.35,1.2,226,86,1.91,0.77,3.07,0.88,3.95,1,2018
MH 63,MH-1-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,21.2,11.71875,0.479,18.587,18.407,0.99,9.422,2.603,6.562,16.671,1.736,66.56070704,95,800,698,3049,7.4,13.55,9,1.24,1.2,202,80,1.46,0.77,3.5,1.1,4.6,1,2018
MH 64,MH-1-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,21.2,9.395973154,0.362,18.259,17.847,0.977,9.421,2.438,6.4,15.612,2.235,64.02475304,109,911,725,3466,7.3,14.85,9,1.35,1.2,219,79,1.75,0.38,11.03,1.79,12.82,1,2018
MH 65,MH-2-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,13,14.58563536,0.743,31.009,24.384,0.786,17.207,3.947,9.855,21.715,2.669,104.6707925,92,969,545,2745,7.5,11.97,13,1.27,10.52,136,86,0.77,0.48,11.2,1.34,12.54,2,2018
MH 66,MH-2-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,13,13.18327974,0.718,29.757,26.381,0.887,16.855,3.742,9.16,23.26,3.121,104.4356118,93,1156,663,3100,7.2,13.99,18,1.46,1.62,166,97,1.2,0.56,9.61,1.65,11.26,2,2018
MH 67,MH-2-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,13,13.0952381,0.995,32.605,26.972,0.827,18.065,4.335,10.205,23.604,3.368,114.2160563,114,1208,634,3025,7.5,13.35,15,1.52,1.06,160,98,1.13,0.62,8.11,1.24,9.35,2,2018
MH 68,MH-2-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,13,12.04954955,0.631,28.734,25.975,0.904,15.986,3.626,9.122,23.427,2.548,99.09742495,122,1573,624,2946,7.2,13.98,22,1.52,1.51,157,99,1.41,0.68,21.58,1.64,23.22,2,2018
MH 69,MH-3-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,10.8,12.41685144,0.356,17.911,15.008,0.838,9.474,2.264,6.173,12.372,2.636,58.64028247,28,856,331,2039,6.8,9.17,13,0.82,1.2,153,93,0.74,0.39,4.08,1.37,5.45,3,2018
MH 70,MH-3-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,10.8,11.65254237,0.422,22.548,20.575,0.912,11.962,2.583,8.003,17.509,3.066,74.61107682,10,835,392,2588,6.7,11.17,11,0.75,1.2,167,92,0.97,0.46,3.93,1.06,4.99,3,2018
MH 71,MH-3-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,10.8,9.357997824,0.344,16.489,12.652,0.767,8.281,2.394,5.814,9.829,2.823,50.99276833,23,845,325,1916,6.4,9.22,15,0.65,1.2,148,94,0.64,0.37,7.38,1.25,8.63,3,2018
MH 72,MH-3-18,9/28/18,18-Oct,minimal,no,yes,no,none-low,yes,10.8,9.203722854,0.306,15.103,10.49,0.695,7.874,1.99,5.239,9.378,1.112,46.77381977,25,842,345,1910,6.2,9.29,25,0.8,1.2,129,89,0.51,0.36,28.76,1.64,30.4,3,2018
JB 1,JB-1-18,9/28/18,18-Oct,no,yes,yes,yes,medium-high,no,11,9.667024705,1.012,28.119,34.416,1.224,15.782,4.056,8.281,28.317,6.099,121.8606577,83,629,1347,1908,8,12.38,41,3.07,1.26,107,61,0.4,0.42,9.01,2.31,11.32,1,2018
JB 2,JB-1-18,9/28/18,18-Oct,no,yes,yes,yes,medium-high,no,11,9.528907923,1.032,32.737,45.416,1.387,17.929,4.763,10.045,35.648,9.768,137.7154977,50,564,1466,1727,8.2,12.34,11,3.23,2.18,95,56,0.2,0.57,3.84,1.79,5.63,1,2018
JB 3,JB-1-18,9/28/18,18-Oct,no,yes,yes,yes,medium-high,no,11,10.29900332,1.225,23.101,30.9,1.338,11.252,4.118,7.731,24.815,6.085,95.75080704,17,542,1431,1749,8.2,12.22,18,3,0.68,116,55,0.41,0.44,5.33,2.2,7.53,1,2018
JB 4,JB-1-18,9/28/18,18-Oct,no,yes,yes,yes,medium-high,no,11,9.638554217,1.114,28.171,42.276,1.501,14.819,4.449,8.903,35.062,7.214,128.4112672,32,664,1515,1875,8,13.45,36,3.7,3.58,124,57,0.63,0.49,3.44,1.61,5.05,1,2018
JB 5,JB-2-18,9/28/18,18-Oct,no,no,no,no,none-low,yes,9,8.253968254,0.352,8.516,11.314,1.329,4.087,1.28,3.149,10.302,1.012,35.67941851,83,481,389,2406,7,9.85,8,0.92,1.2,116,75,0.43,0.4,2.75,2.1,4.85,2,2018
JB 6,JB-2-18,9/28/18,18-Oct,no,no,no,no,none-low,yes,9,10.44467425,0.438,9.982,11.263,1.128,4.529,1.414,4.039,9.902,1.361,38.1834379,8,480,407,2541,7.4,10.26,4,0.87,1.2,122,64,0.49,0.35,1.36,1.77,3.13,2,2018
JB 7,JB-2-18,9/28/18,18-Oct,no,no,no,no,none-low,yes,9,7.376185458,0.304,8.968,10.754,1.199,4.607,1.28,3.081,9.858,0.896,35.85959529,18,522,375,2165,6.9,9.24,4,0.8,1.2,119,65,0.29,0.31,1.56,2.27,3.83,2,2018
JB 8,JB-2-18,9/28/18,18-Oct,no,no,no,no,none-low,yes,9,8.547888774,0.336,9.416,15.792,1.677,4.983,1.235,3.198,14.534,1.258,46.11050734,12,474,369,2163,7.2,9.15,3,0.83,1.2,118,77,0.33,0.33,2.07,1.67,3.74,2,2018
JB 9,JB-3-18,9/28/18,18-Oct,minimal,yes,yes,yes,medium-high,no,10.6,9.151785714,1.012,28.261,32.123,1.137,14.202,4.37,9.689,26.13,5.993,109.7315038,73,683,1741,1900,7.8,14.47,42,3.28,1.28,129,55,0.82,0.71,4.79,1.54,6.33,3,2018
JB 10,JB-3-18,9/28/18,18-Oct,minimal,yes,yes,yes,medium-high,no,10.6,11.38560687,0.824,29.473,29.681,1.007,14.759,5.075,9.639,25.359,4.322,103.7929524,69,957,1688,2291,8.3,15.18,37,4.65,1.25,133,56,1.07,0.7,6.75,0.94,7.69,3,2018
JB 11,JB-3-18,9/28/18,18-Oct,minimal,yes,yes,yes,medium-high,no,10.6,10.22128556,0.671,27.899,28.068,1.006,14.077,4.503,9.319,23.396,4.672,99.09264398,98,765,1503,1678,7.8,13.03,18,3.33,1.52,125,58,0.74,0.61,4.97,1.87,6.84,3,2018
JB 12,JB-3-18,9/28/18,18-Oct,minimal,yes,yes,yes,medium-high,no,10.6,10.93073593,0.739,27.553,26.899,0.976,14.311,4.266,8.976,23.593,3.306,98.97691908,101,707,1482,1745,7.5,13.44,24,2.49,1.2,139,56,0.82,0.66,4.38,1.48,5.86,3,2018
BH 37,BH-1-18,10/1/18,18-Oct,yes,yes,yes,yes,medium-high,no,23.3,13.72093023,1.561,63.037,80.877,1.283,34.232,8.821,19.984,75.526,5.351,267.5499233,105.5,1062.5,746,2719,8,23.73,16,2.8,8.52,114,37,2.15,1.46,32.17,3.28,35.45,1,2018
BH 38,BH-1-18,10/1/18,18-Oct,yes,yes,yes,yes,medium-high,no,23.3,10.63596491,3.422,52.193,69.923,1.34,27.33,7.387,17.476,64.196,5.727,235.495056,102,1028,804,3621,8.1,29.04,20,2.82,5.87,126,35,2.19,1.52,29.69,2.74,32.43,1,2018
BH 39,BH-1-18,10/1/18,18-Oct,yes,yes,yes,yes,medium-high,no,23.3,12.1436114,2.634,52.982,70.774,1.336,28.441,7.496,17.045,61.196,9.578,236.8052757,97.5,908.5,714.5,2335,7.8,21.55,10.5,2.49,5.66,121,39.5,2.07,1.37,4.71,2.93,7.64,1,2018
BH 40,BH-1-18,10/1/18,18-Oct,yes,yes,yes,yes,medium-high,no,23.3,13.30472103,2.846,66.355,80.888,1.219,35.976,9.659,20.72,73.861,7.027,287.3799582,112.5,1080.5,817.5,2765,8,25,14,2.98,7.38,122,39,2.3,1.57,15.13,2.46,17.59,1,2018
BH 41,BH-2-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,no,12,9.766454352,5.091,33.431,46.891,1.403,18.684,5.362,9.385,40.196,6.695,177.5779972,164,667.5,293.5,1374,7.4,12.22,14.5,1.09,6.12,83.5,50.5,1.3,0.9,6.58,2.92,9.5,2,2018
BH 42,BH-2-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,no,12,13.01518438,2.276,27.892,35.851,1.285,15.974,3.865,8.053,32.223,3.628,135.6182276,154.5,651.5,309,1407.5,7.5,12.48,8.5,1.13,5.63,88.5,50,1.41,0.78,4.11,2.79,6.9,2,2018
BH 43,BH-2-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,no,12,8.823529412,1.097,31.026,50.436,1.626,18.371,3.696,8.959,47.162,3.274,164.6066344,155.5,621.5,301.5,1521,7.7,12.51,8.5,1.24,6.67,101.5,51.5,1.39,1.07,4.09,3.44,7.53,2,2018
BH 44,BH-2-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,no,12,7.783783784,1.171,33.832,45.823,1.354,18.914,4.259,10.659,38.426,7.397,160.9393498,187.5,742,348.5,1715.5,7.3,14.18,21,1.47,7.87,111,48,1.54,1.03,20.71,3.36,24.07,2,2018
BH 45,BH-3-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,yes,14.4,9.528907923,0.994,28.443,39.661,1.394,15.062,4.55,8.831,31.783,7.878,132.1328069,93.5,602,615.5,1216,8.3,13.55,13.5,2.7,4.2,103,29.5,1.44,0.73,3.43,2.72,6.15,3,2018
BH 46,BH-3-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,yes,14.4,9.02173913,0.773,24.232,33.171,1.369,12.542,3.945,7.745,25.317,7.854,113.0490813,79.5,497,617,1167,8,13.05,9.5,2.42,4.68,98.5,28,1.33,0.74,3.88,2.45,6.33,3,2018
BH 47,BH-3-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,yes,14.4,9.660842754,0.67,26.621,31.095,1.168,13.592,4.379,8.65,25.896,5.199,107.7626739,76.5,512,534,1062.5,8.2,11.87,9,2.27,3.12,102,30,1.29,0.73,4.28,2.69,6.97,3,2018
BH 48,BH-3-18,10/1/18,18-Oct,minimal,yes,yes,no,none-low,yes,14.4,9.450549451,1.464,34.316,45.362,1.322,18.677,5.189,10.45,38.518,6.844,157.2419226,130.5,636.5,645.5,1377,8.1,14.29,12,2.69,7.39,102,34.5,1.4,0.95,6.34,3.01,9.35,3,2018
CK 86,CK-1-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,36.8,24.00960384,1.573,58.661,56.833,0.969,31.066,8.984,18.611,50.018,6.815,218.8052706,74.5,692.5,993,2683.5,7.6,25.06,21.5,2.03,6.4,163.5,33,2.8,2.02,19.34,2.81,22.15,1,2018
CK 87,CK-1-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,36.8,25.55685815,1.245,51.616,46.885,0.908,27.177,7.967,16.472,42.603,4.282,186.2045996,79.5,743.5,966,2669,7.9,24.9,12,1.97,6.46,169,33.5,2.76,2.16,8.17,2.55,10.72,1,2018
CK 88,CK-1-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,36.8,26.09756098,2.864,50.771,49.161,0.968,26.552,7.714,16.505,43.183,5.978,186.4360126,112.5,768,1129,2899.5,7.6,27.47,25,1.97,7.42,183.5,36,2.83,2.27,29.86,2.91,32.77,1,2018
CK 89,CK-2-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,38,31.35271808,1.388,51.025,45.822,0.898,26.915,7.231,16.879,41.708,4.114,198.3022455,102.5,907,953.5,3042,7.9,29.48,11,2.09,7.44,240,42,3.58,2.35,8.23,3.18,11.41,2,2018
CK 91,CK-2-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,38,28.95752896,2.365,89.214,82.304,0.923,47.724,12.84,28.65,75.583,6.721,329.2682457,133.5,882,947.5,3140.5,7.9,27.45,11.5,2.16,10.06,229.5,41,3.69,2.28,8.91,4.48,13.39,2,2018
CK 92,CK-2-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,38,27.01421801,3.331,95.96,77.115,0.804,49.03,15.497,31.433,69.719,7.396,336.8937328,90.5,818.5,893.5,2931,7.5,26.19,15.5,1.96,8.1,238.5,37.5,3.3,2.14,12.43,3.91,16.34,2,2018
CK 93,CK-3-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,33.6,25.20612485,1.668,79.062,80.936,1.024,41.461,9.123,28.478,71.151,9.785,284.0454147,53.5,784.5,752.5,2324.5,6.8,21.9,30,0.91,3.28,190,37.5,2.16,1.66,24.15,3.76,27.91,3,2018
CK 94,CK-3-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,33.6,24.60606061,1.201,41.909,34.321,0.819,20.796,5.937,15.176,24.618,9.703,136.0123962,13.5,760.5,877.5,2426.5,7,23.79,13.5,1.07,2.75,209,42,2.5,1.53,7.39,3.42,10.81,3,2018
CK 95,CK-3-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,33.6,26.89486553,1.597,57.32,45.178,0.788,29.833,6.255,21.232,38.421,6.757,186.3670148,67,699,843,2607.5,7.1,24.25,14.5,1.15,4.3,206,37,2.33,1.79,11.91,3.76,15.67,3,2018
CK 96,CK-3-18,10/1/18,18-Oct,no,yes,no,yes,medium-high,no,33.6,27.76442308,1.465,64.15,59.738,0.931,35.004,6.75,22.396,53.005,6.733,223.4937206,24,658,856.5,2459.5,7.6,22.72,11,1.17,3.3,208.5,37,2.38,1.71,7.66,3.44,11.1,3,2018
KK 73,KK-1-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,14.4,13.17829457,1.419,37.265,42.657,1.145,20.194,5.393,11.678,34.643,8.014,150.2201326,121,783,1019,2433,7.5,12.93,17,2.34,19.3,132,68,0.92,1.03,6.72,3.57,10.29,1,2018
KK 74,KK-1-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,14.4,14.51428571,3.42,78.263,102.763,1.313,45.88,9.493,22.89,90.14,12.623,336.5662376,104,706,1069,2499,7.4,13.6,21,2.48,22.16,136,81,0.92,0.94,6.92,2.28,9.2,1,2018
KK 75,KK-1-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,14.4,13.54051054,2.082,41.307,53.25,1.289,21.757,5.637,13.913,44.519,8.731,178.7609464,50,990,989,2291,7.7,12.71,18,2.36,20.31,112,69,0.98,1,5.94,2.09,8.03,1,2018
KK 76,KK-1-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,14.4,12.27321238,1.86,45.629,66.501,1.457,25.639,6.343,13.647,55.318,11.183,203.1475683,87,835,925,2159,7.1,12.32,18,2.1,23.11,134,76,0.83,0.87,4.77,2.16,6.93,1,2018
KK 77,KK-2-18,10/11/18,18-Oct,no,yes,yes,no,none-low,no,12.8,9.808102345,0.822,29.319,24.882,0.849,15.379,4.837,9.103,21.261,3.621,111.9521719,180,788,706,2075,6.8,11.13,14,1.34,23.7,157,117,1.23,0.72,4.23,1.59,5.82,2,2018
KK 78,KK-2-18,10/11/18,18-Oct,no,yes,yes,no,none-low,no,12.8,10.81967213,0.789,26.482,31.798,1.201,14.815,3.6,8.067,27.434,4.364,110.5904554,185,1082,893,2800,7.3,14.5,19,2.62,25.06,181,81,1.63,1.01,6.38,1.2,7.58,2,2018
KK 79,KK-2-18,10/11/18,18-Oct,no,yes,yes,no,none-low,no,12.8,11.40642303,0.61,22.859,19.759,0.864,11.781,3.862,7.216,17.171,2.588,80.57295977,114,967,887,2330,7.2,12.36,18,1.87,14.07,162,68,1.38,0.77,5.35,1.59,6.94,2,2018
