sample,field,date,sampling.period,mbc,doc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,original.field,year
CK 161,CK-5-19,9/18/19,19-Sep,431.9693,1235.1283,minimal,yes,yes,yes,medium-high,no,42.6,20.0234192,5,2019
CK 162,CK-5-19,9/18/19,19-Sep,123.7299,1304.5907,minimal,yes,yes,yes,medium-high,no,42.6,21.83770883,5,2019
CK 163,CK-6-19,9/18/19,19-Sep,134.5834,907.3526,minimal,yes,yes,yes,medium-high,no,36.6,18.38407494,6,2019
CK 164,CK-6-19,9/18/19,19-Sep,86.828,863.9386,minimal,yes,yes,yes,medium-high,no,36.6,25,6,2019
CK 165,CK-6-19,9/18/19,19-Sep,340.7999,900.8405,minimal,yes,yes,yes,medium-high,no,36.6,23.22654462,6,2019
BH 37,BH-1-21,6/21/21,21-Jun,104.1936,1693.146,minimal,yes,yes,no,none-low,yes,12.56,3.707627119,1,2021
BH 46,BH-1-21,6/21/21,21-Jun,54.2675,1295.9079,minimal,yes,yes,no,none-low,yes,12.56,8.387799564,1,2021
BH 151,BH-1-21,6/21/21,21-Jun,425.4572,1228.6162,minimal,yes,yes,no,none-low,yes,12.56,3.870292887,1,2021
BH 45,BH-2-21,6/21/21,21-Jun,586.089,2344.356,minimal,yes,yes,yes,medium-high,yes,16.8,10.34482759,2,2021
BH 146,BH-2-21,6/21/21,21-Jun,355.9948,1569.4161,minimal,yes,yes,yes,medium-high,yes,16.8,10.61452514,2,2021
BH 147,BH-2-21,6/21/21,21-Jun,703.3068,3594.6792,minimal,yes,yes,yes,medium-high,yes,16.8,12.85097192,2,2021
BH 126,BH-3-21,6/21/21,21-Jun,371.1897,1065.8137,minimal,yes,yes,yes,medium-high,yes,19.48,14.31818182,3,2021
BH 191,BH-3-21,6/21/21,21-Jun,128.0713,1287.2251,minimal,yes,yes,yes,medium-high,yes,19.48,14.93582264,3,2021
BH 196,BH-3-21,6/21/21,21-Jun,306.0687,1306.7614,minimal,yes,yes,yes,medium-high,yes,19.48,12.98405467,3,2021
KS 16,KS-1-21,6/22/21,21-Jun,75.9745,874.7921,no,yes,yes,no,medium-high,no,24.72,6.08974359,1,2021
KS 101,KS-1-21,6/22/21,21-Jun,134.5834,892.1577,no,yes,yes,no,medium-high,no,24.72,6.196581197,1,2021
KS 215,KS-1-21,6/22/21,21-Jun,93.3401,631.6737,no,yes,yes,no,medium-high,no,24.72,8.306010929,1,2021
RN 1,RN-2-21,6/22/21,21-Jun,364.6776,944.2545,no,yes,yes,yes,medium-high,yes,33.72,16.76040495,2,2021
RN 18,RN-3-21,6/22/21,21-Jun,225.7528,805.3297,no,yes,yes,yes,medium-high,yes,27.76,13.50114416,3,2021
RN 21,RN-2-21,6/22/21,21-Jun,199.7044,785.7934,no,yes,yes,yes,medium-high,yes,33.72,16.04215457,2,2021
RN 24,RN-3-21,6/22/21,21-Jun,260.484,1087.5207,no,yes,yes,yes,medium-high,yes,27.76,10.05524862,3,2021
RN 192,RN-2-21,6/22/21,21-Jun,221.4114,751.0622,no,yes,yes,yes,medium-high,yes,33.72,15.88785047,2,2021
RN 198,RN-3-21,6/22/21,21-Jun,299.5566,922.5475,no,yes,yes,yes,medium-high,yes,27.76,16.04651163,3,2021
RN 202,RN-1-21,6/22/21,21-Jun,306.0687,1463.0518,no,yes,yes,yes,medium-high,no,31.88,17.08185053,1,2021
RN 204,RN-1-21,6/22/21,21-Jun,345.1413,1193.885,no,yes,yes,yes,medium-high,no,31.88,13.89793702,1,2021
TG 55,TG-2-21,6/22/21,21-Jun,162.8025,1091.8621,no,yes,yes,yes,medium-high,yes,30.08,11.5990991,2,2021
TG 71,TG-3-21,6/22/21,21-Jun,249.6305,1441.3448,no,yes,yes,yes,medium-high,yes,32,13.85135135,3,2021
TG 186,TG-3-21,6/22/21,21-Jun,199.7044,1319.7856,no,yes,yes,yes,medium-high,yes,32,13.94009217,3,2021
TG 194,TG-1-21,6/22/21,21-Jun,334.2878,1193.885,no,yes,yes,yes,medium-high,no,30.08,11.71270718,1,2021
TG 201,TG-1-21,6/22/21,21-Jun,65.121,1365.3703,no,yes,yes,yes,medium-high,no,30.08,13.02428256,1,2021
TG 203,TG-2-21,6/22/21,21-Jun,371.1897,1493.4416,no,yes,yes,yes,medium-high,yes,30.08,10.95132743,2,2021
TG 208,TG-2-21,6/22/21,21-Jun,141.0955,1176.5194,no,yes,yes,yes,medium-high,yes,30.08,11.20976693,2,2021
TG 211,TG-3-21,6/22/21,21-Jun,232.2649,1463.0518,no,yes,yes,yes,medium-high,yes,32,12.47216036,3,2021
TG 195,TG-1-21,6/22/21,21-Jun,123.7299,1154.8124,no,yes,yes,yes,medium-high,no,30.08,10.02227171,1,2021
RN 197,RN-1-21,6/22/21,21-Jun,269.1668,1235.1283,no,yes,yes,yes,medium-high,no,31.88,15.05016722,1,2021
BH 97,BH-4-21,6/21/21,21-Jun,193.1923,1573.7575,minimal,yes,yes,no,none-low,yes,29.68,9.945355191,4,2021
BH 54,BH-4-21,6/21/21,21-Jun,123.7299,1465.2225,minimal,yes,yes,no,none-low,yes,29.68,14.72320377,4,2021
BH 144,BH-4-21,6/21/21,21-Jun,82.4866,1495.6123,minimal,yes,yes,no,none-low,yes,29.68,12.60115607,4,2021
BE 14,BE-1-21,6/23/21,21-Jun,115.0471,1358.8582,no,yes,yes,yes,medium-high,no,34.8,19.28994083,1,2021
BE 102,BE-2-21,6/23/21,21-Jun,62.9503,1278.5423,no,no,no,yes,medium-high,no,34.8,11.0864745,2,2021
BE 143,BE-2-21,6/23/21,21-Jun,58.6089,1072.3258,no,no,no,yes,medium-high,no,34.8,11.2078346,2,2021
BE 166,BE-2-21,6/23/21,21-Jun,349.4827,1087.5207,no,no,no,yes,medium-high,no,34.8,17.196702,2,2021
BE 176,BE-1-21,6/23/21,21-Jun,247.4598,1152.6417,no,yes,yes,yes,medium-high,no,34.8,20.91656874,1,2021
BE 216,BE-1-21,6/23/21,21-Jun,193.1923,1044.1067,no,yes,yes,yes,medium-high,no,34.8,19.68680089,1,2021
BS 67,BS-2-21,6/23/21,21-Jun,173.656,1404.4429,no,no,no,yes,medium-high,yes,40.76,9.188034188,2,2021
BS 172,BS-1-21,6/23/21,21-Jun,17.3656,709.8189,no,yes,no,yes,medium-high,yes,32.8,8.813928183,1,2021
BS 184,BS-1-21,6/23/21,21-Jun,41.2433,1202.5678,no,yes,no,yes,medium-high,yes,32.8,9.637305699,1,2021
BS 185,BS-2-21,6/23/21,21-Jun,10.8535,714.1603,no,no,no,yes,medium-high,yes,40.76,9.554140127,2,2021
BS 205,BS-2-21,6/23/21,21-Jun,121.5592,497.0903,no,no,no,yes,medium-high,yes,40.76,12.1040724,2,2021
BS 214,BS-1-21,6/23/21,21-Jun,123.7299,486.2368,no,yes,no,yes,medium-high,yes,32.8,13.45733042,1,2021
CP 31,CP-2-21,6/24/21,21-Jun,123.7299,560.0406,yes,no,no,no,none-low,no,33.72,12.85231116,2,2021
CP 32,CP-2-21,6/24/21,21-Jun,110.7057,685.9412,yes,no,no,no,none-low,no,33.72,9.269356598,2,2021
CP 59,CP-1-21,6/24/21,21-Jun,191.0216,913.8647,yes,no,no,no,none-low,no,37.56,14.07322654,1,2021
JB 130,JB-3-21,6/24/21,21-Jun,65.121,293.0445,yes,no,no,no,none-low,yes,10.56,5.246589717,3,2021
JB 53,JB-2-21,6/24/21,21-Jun,39.0726,688.1119,minimal,yes,no,no,none-low,yes,16.24,7.403433476,2,2021
JB 121,JB-2-21,6/24/21,21-Jun,30.3898,764.0864,minimal,yes,no,no,none-low,yes,16.24,3.298969072,2,2021
JB 122,JB-3-21,6/24/21,21-Jun,2.1707,440.6521,yes,no,no,no,none-low,yes,10.56,5.567226891,3,2021
JB 129,JB-1-21,6/24/21,21-Jun,119.3885,1259.006,no,yes,no,yes,medium-high,yes,18.16,4.885654886,1,2021
JB 167,JB-2-21,6/24/21,21-Jun,6.5121,816.1832,minimal,yes,no,no,none-low,yes,16.24,3.268641471,2,2021
JB 168,JB-1-21,6/24/21,21-Jun,,1918.8988,no,yes,no,yes,medium-high,yes,18.16,4.0625,1,2021
JB 179,JB-3-21,6/24/21,21-Jun,26.0484,345.1413,yes,no,no,no,none-low,yes,10.56,5.462184874,3,2021
JB 180,JB-1-21,6/24/21,21-Jun,156.2904,1124.4226,no,yes,no,yes,medium-high,yes,18.16,5.696202532,1,2021
CP 29,CP-2-21,6/24/21,21-Jun,80.3159,523.1387,yes,no,no,no,none-low,no,33.72,7.982740022,2,2021
CP 56,CP-1-21,6/24/21,21-Jun,41.2433,866.1093,yes,no,no,no,none-low,no,37.56,9.935205184,1,2021
CP 58,CP-3-21,6/24/21,21-Jun,204.0458,657.7221,yes,no,no,no,none-low,no,31.84,13.34056399,3,2021
CP 199,CP-3-21,6/24/21,21-Jun,227.9235,605.6253,yes,no,no,no,none-low,no,31.84,13.3037694,3,2021
CP 149,CP-1-21,6/24/21,21-Jun,204.0458,887.8163,yes,no,no,no,none-low,no,37.56,13.73873874,1,2021
CP 200,CP-3-21,6/24/21,21-Jun,84.6573,612.1374,yes,no,no,no,none-low,no,31.84,11.86813187,3,2021
KS 189,KS-3-21,6/25/21,21-Jun,28.2191,573.0648,no,no,no,no,none-low,yes,20.88,4.057017544,3,2021
KS 187,KS-3-21,6/25/21,21-Jun,34.7312,529.6508,no,no,no,no,none-low,yes,20.88,4.460966543,3,2021
KS 193,KS-3-21,6/25/21,21-Jun,158.4611,614.3081,no,no,no,no,none-low,yes,20.88,4.07960199,3,2021
KS 2,KS-2-21,6/25/21,21-Jun,123.7299,800.9883,yes,yes,no,no,none-low,no,28.84,7.513227513,2,2021
KS 98,KS-2-21,6/25/21,21-Jun,97.6815,922.5475,yes,yes,no,no,none-low,no,28.84,10.84337349,2,2021
KS 103,KS-2-21,6/25/21,21-Jun,134.5834,835.7195,yes,yes,no,no,none-low,no,28.84,6.862745098,2,2021
BT 169,BT-1-21,6/25/21,21-Jun,314.7515,1434.8327,no,yes,yes,no,none-low,yes,32.84,10.18826135,1,2021
BT 63,BT-1-21,6/25/21,21-Jun,288.7031,1026.7411,no,yes,yes,no,none-low,yes,32.84,13.32599119,1,2021
BT 62,BT-1-21,6/25/21,21-Jun,238.777,1641.0492,no,yes,yes,no,none-low,yes,32.84,11.32478632,1,2021
BT 217,BT-3-21,6/25/21,21-Jun,45.5847,1070.1551,no,no,yes,yes,medium-high,yes,20.44,6.461864407,3,2021
BT 210,BT-3-21,6/25/21,21-Jun,186.6802,761.9157,no,no,yes,yes,medium-high,yes,20.44,6.618407446,3,2021
BT 207,BT-3-21,6/25/21,21-Jun,58.6089,816.1832,no,no,yes,yes,medium-high,yes,20.44,6.659836066,3,2021
BT 66,BT-2-21,6/25/21,21-Jun,160.6318,1191.7143,no,yes,yes,yes,medium-high,yes,18.72,8.158995816,2,2021
BT 69,BT-2-21,6/25/21,21-Jun,125.9006,853.0851,no,yes,yes,yes,medium-high,yes,18.72,9.299781182,2,2021
BT 215,BT-2-21,6/25/21,21-Jun,82.4866,770.5985,no,yes,yes,yes,medium-high,yes,18.72,8.390243902,2,2021
JA 3,JA-1-21,6/28/21,21-Jun,13.0242,455.847,yes,no,yes,yes,none-low,no,12,11.64529915,1,2021
JA 57,JA-3-21,6/28/21,21-Jun,119.3885,835.7195,minimal,no,yes,no,none-low,no,11.64,10.23454158,3,2021
JA 60,JA-3-21,6/28/21,21-Jun,492.7489,1059.3016,minimal,no,yes,no,none-low,no,11.64,9.371554576,3,2021
JA 85,JA-1-21,6/28/21,21-Jun,41.2433,397.2381,yes,no,yes,yes,none-low,no,12,12.47216036,1,2021
JA 86,JA-1-21,6/28/21,21-Jun,47.7554,471.0419,yes,no,yes,yes,none-low,no,12,15.57017544,1,2021
JA 94,JA-2-21,6/28/21,21-Jun,373.3604,1719.1944,no,yes,yes,no,medium-high,yes,11.84,10.66666667,2,2021
JA 95,JA-2-21,6/28/21,21-Jun,102.0229,720.6724,no,yes,yes,no,medium-high,yes,11.84,11.38975967,2,2021
JA 113,JA-3-21,6/28/21,21-Jun,149.7783,1354.5168,minimal,no,yes,no,none-low,no,11.64,12.05597417,3,2021
JA 114,JA-2-21,6/28/21,21-Jun,316.9222,1556.3919,no,yes,yes,no,medium-high,yes,11.84,13.53211009,2,2021
JH 61,JH-1-21,6/28/21,21-Jun,28.2191,401.5795,yes,no,no,no,none-low,yes,14.12,6.645230439,1,2021
JH 212,JH-1-21,6/28/21,21-Jun,97.6815,731.5259,yes,no,no,no,none-low,yes,14.12,6.68824164,1,2021
JH 213,JH-1-21,6/28/21,21-Jun,342.9706,429.7986,yes,no,no,no,none-low,yes,14.12,9.460946095,1,2021
JS 12,JS-3-21,6/28/21,21-Jun,54.2675,790.1348,yes,no,no,no,none-low,yes,11.88,8.161157025,3,2021
JS 13,JS-3-21,6/28/21,21-Jun,197.5337,787.9641,yes,no,no,no,none-low,yes,11.88,8.249496982,3,2021
JS 131,JS-2-21,6/28/21,21-Jun,141.0955,896.4991,yes,no,no,no,none-low,yes,21.92,13.08411215,2,2021
JS 88,JS-2-21,6/28/21,21-Jun,225.7528,898.6698,yes,no,no,no,none-low,yes,21.92,14.94002181,2,2021
JS 91,JS-2-21,6/28/21,21-Jun,169.3146,827.0367,yes,no,no,no,none-low,yes,21.92,12.27272727,2,2021
JS 99,JS-3-21,6/28/21,21-Jun,95.5108,822.6953,yes,no,no,no,none-low,yes,11.88,9.967141292,3,2021
JS 123,JS-1-21,6/28/21,21-Jun,275.6789,863.9386,yes,no,no,no,none-low,no,18.12,13.11004785,1,2021
JS 170,JS-1-21,6/28/21,21-Jun,104.1936,887.8163,yes,no,no,no,none-low,no,18.12,12.24719101,1,2021
JS 218,JS-1-21,6/28/21,21-Jun,104.1936,896.4991,yes,no,no,no,none-low,no,18.12,12.32123212,1,2021
JK 4,JK-4-21,6/29/21,21-Jun,306.0687,924.7182,no,no,yes,no,medium-high,yes,33.72,17.82762692,4,2021
JK 7,JK-4-21,6/29/21,21-Jun,301.7273,1002.8634,no,no,yes,no,medium-high,yes,33.72,18.7027027,4,2021
JK 11,JK-3-21,6/29/21,21-Jun,284.3617,1198.2264,no,yes,yes,no,medium-high,yes,23.64,16.81715576,3,2021
JK 17,JK-2-21,6/29/21,21-Jun,167.1439,1560.7333,no,yes,yes,no,medium-high,yes,21.88,13.19290466,2,2021
JK 40,JK-4-21,6/29/21,21-Jun,52.0968,1059.3016,no,no,yes,no,medium-high,yes,33.72,18.22485207,4,2021
JK 65,JK-1-21,6/29/21,21-Jun,425.4572,1541.197,no,yes,yes,no,medium-high,yes,21.76,14.50892857,1,2021
JK 104,JK-2-21,6/29/21,21-Jun,130.242,1167.8366,no,yes,yes,no,medium-high,yes,21.88,13.40782123,2,2021
JK 110,JK-3-21,6/29/21,21-Jun,149.7783,1747.4135,no,yes,yes,no,medium-high,yes,23.64,17.17647059,3,2021
JK 111,JK-3-21,6/29/21,21-Jun,199.7044,983.3271,no,yes,yes,no,medium-high,yes,23.64,15.52419355,3,2021
JK 139,JK-2-21,6/29/21,21-Jun,349.4827,1447.8569,no,yes,yes,no,medium-high,yes,21.88,13.03890641,2,2021
JK 142,JK-1-21,6/29/21,21-Jun,110.7057,1154.8124,no,yes,yes,no,medium-high,yes,21.76,12.10810811,1,2021
JK 209,JK-1-21,6/29/21,21-Jun,390.726,1588.9524,no,yes,yes,no,medium-high,yes,21.76,12.80683031,1,2021
WS 92,WS-3-21,6/29/21,21-Jun,1384.9066,3777.018,no,yes,yes,no,medium-high,yes,13.56,12.78825996,3,2021
WS 219,WS-1-21,6/29/21,21-Jun,881.3042,4360.9363,no,yes,yes,no,medium-high,yes,17.76,15.72254335,1,2021
WS 220,WS-1-21,6/29/21,21-Jun,538.3336,3388.4627,no,yes,yes,no,medium-high,yes,17.76,11.9266055,1,2021
WS 221,WS-1-21,6/29/21,21-Jun,688.1119,3253.8793,no,yes,yes,no,medium-high,yes,17.76,11.73814898,1,2021
WS 222,WS-2-21,6/29/21,21-Jun,497.0903,4703.9069,no,yes,yes,no,medium-high,yes,21.76,16.46706587,2,2021
WS 223,WS-2-21,6/29/21,21-Jun,540.5043,3379.7799,no,yes,yes,no,medium-high,yes,21.76,15.45945946,2,2021
WS 224,WS-2-21,6/29/21,21-Jun,881.3042,5020.8291,no,yes,yes,no,medium-high,yes,21.76,18.64594895,2,2021
WS 225,WS-3-21,6/29/21,21-Jun,549.1871,3638.0932,no,yes,yes,no,medium-high,yes,13.56,13.27713383,3,2021
WS 226,WS-3-21,6/29/21,21-Jun,95.5108,3112.7838,no,yes,yes,no,medium-high,yes,13.56,12.44541485,3,2021
KV 9,KV-1-21,6/30/21,21-Jun,188.8509,670.7463,no,yes,yes,no,medium-high,yes,25,16.24365482,1,2021
JK 28,JK-6-21,6/30/21,21-Jun,397.2381,1823.388,yes,yes,yes,no,medium-high,yes,23.88,13.58885017,6,2021
JK 155,JK-6-21,6/30/21,21-Jun,518.7973,1725.7065,yes,yes,yes,no,medium-high,yes,23.88,13.28125,6,2021
JK 177,JK-6-21,6/30/21,21-Jun,468.8712,1528.1728,yes,yes,yes,no,medium-high,yes,23.88,12.51360174,6,2021
JK 231,JK-5-21,6/30/21,21-Jun,421.1158,1651.9027,no,yes,yes,no,medium-high,yes,27.72,15.91657519,5,2021
JK 232,JK-5-21,6/30/21,21-Jun,507.9438,1393.5894,no,yes,yes,no,medium-high,yes,27.72,16.15120275,5,2021
JK 233,JK-5-21,6/30/21,21-Jun,347.312,1054.9602,no,yes,yes,no,medium-high,yes,27.72,16.74528302,5,2021
KV 23,KV-2-21,6/30/21,21-Jun,299.5566,764.0864,no,yes,yes,yes,medium-high,yes,43.64,30,2,2021
KV 70,KV-3-21,6/30/21,21-Jun,375.5311,926.8889,no,yes,yes,yes,medium-high,yes,25.64,20.11428571,3,2021
KV 148,KV-1-21,6/30/21,21-Jun,240.9477,868.28,no,yes,yes,no,medium-high,yes,25,18.94484412,1,2021
KV 188,KV-2-21,6/30/21,21-Jun,227.9235,785.7934,no,yes,yes,yes,medium-high,yes,43.64,29.21615202,2,2021
KV 190,KV-1-21,6/30/21,21-Jun,325.605,622.9909,no,yes,yes,no,medium-high,yes,25,17.72575251,1,2021
KV 206,KV-2-21,6/30/21,21-Jun,221.4114,757.5743,no,yes,yes,yes,medium-high,yes,43.64,28.82991556,2,2021
KV 216,KV-3-21,6/30/21,21-Jun,71.6331,870.4507,no,yes,yes,yes,medium-high,yes,25.64,16.99421965,3,2021
KV 230,KV-3-21,6/30/21,21-Jun,266.9961,755.4036,no,yes,yes,yes,medium-high,yes,25.64,21.91283293,3,2021
BH 37,BH-1-21,8/1/21,21-Aug,186.6802,1732.2186,minimal,yes,yes,no,none-low,yes,12.56,3.407984421,1,2021
BH 46,BH-1-21,8/1/21,21-Aug,436.3107,1423.9792,minimal,yes,yes,no,none-low,yes,12.56,7.228915663,1,2021
BH 151,BH-1-21,8/1/21,21-Aug,173.656,1311.1028,minimal,yes,yes,no,none-low,yes,12.56,3.310613437,1,2021
BH 45,BH-2-21,8/1/21,21-Aug,358.1655,2776.3253,minimal,yes,yes,yes,medium-high,yes,16.8,4.17101147,2,2021
BH 146,BH-2-21,8/1/21,21-Aug,204.0458,2539.719,minimal,yes,yes,yes,medium-high,yes,16.8,5.047318612,2,2021
BH 147,BH-2-21,8/1/21,21-Aug,427.6279,4829.8075,minimal,yes,yes,yes,medium-high,yes,16.8,7.242063492,2,2021
BH 126,BH-3-21,8/1/21,21-Aug,427.6279,1404.4429,minimal,yes,yes,yes,medium-high,yes,19.48,8.296943231,3,2021
BH 191,BH-3-21,8/1/21,21-Aug,184.5095,1465.2225,minimal,yes,yes,yes,medium-high,yes,19.48,10.33057851,3,2021
BH 196,BH-3-21,8/1/21,21-Aug,221.4114,1489.1002,minimal,yes,yes,yes,medium-high,yes,19.48,8.836689038,3,2021
KS 16,KS-1-21,8/1/21,21-Aug,280.0203,664.2342,no,yes,yes,no,medium-high,no,24.72,14.3776824,1,2021
KS 101,KS-1-21,8/1/21,21-Aug,99.8522,835.7195,no,yes,yes,no,medium-high,no,24.72,4.170905392,1,2021
KS 215,KS-1-21,8/1/21,21-Aug,62.9503,916.0354,no,yes,yes,no,medium-high,no,24.72,5.291005291,1,2021
RN 1,RN-2-21,8/1/21,21-Aug,349.4827,1339.3219,no,yes,yes,yes,medium-high,yes,33.72,13.3105802,2,2021
RN 18,RN-3-21,8/1/21,21-Aug,738.038,1601.9766,no,yes,yes,yes,medium-high,yes,27.76,25.15,3,2021
RN 21,RN-2-21,8/1/21,21-Aug,184.5095,1198.2264,no,yes,yes,yes,medium-high,yes,33.72,9.138110073,2,2021
RN 24,RN-3-21,8/1/21,21-Aug,214.8993,1256.8353,no,yes,yes,yes,medium-high,yes,27.76,19.16757941,3,2021
RN 192,RN-2-21,8/1/21,21-Aug,414.6037,1523.8314,no,yes,yes,yes,medium-high,yes,33.72,10.5952381,2,2021
RN 198,RN-3-21,8/1/21,21-Aug,627.3323,1387.0773,no,yes,yes,yes,medium-high,yes,27.76,22.20843672,3,2021
RN 202,RN-1-21,8/1/21,21-Aug,345.1413,1191.7143,no,yes,yes,yes,medium-high,no,31.88,16.90307329,1,2021
RN 204,RN-1-21,8/1/21,21-Aug,308.2394,1313.2735,no,yes,yes,yes,medium-high,no,31.88,17.71611526,1,2021
TG 55,TG-2-21,8/1/21,21-Aug,293.0445,1512.9779,no,yes,yes,yes,medium-high,yes,30.08,20.05076142,2,2021
TG 71,TG-3-21,8/1/21,21-Aug,15.1949,1929.7523,no,yes,yes,yes,medium-high,yes,32,15.98599767,3,2021
TG 186,TG-3-21,8/1/21,21-Aug,193.1923,1638.8785,no,yes,yes,yes,medium-high,yes,32,14.86199575,3,2021
TG 194,TG-1-21,8/1/21,21-Aug,91.1694,1356.6875,no,yes,yes,yes,medium-high,no,30.08,9.613478692,1,2021
TG 201,TG-1-21,8/1/21,21-Aug,23.8777,1263.3474,no,yes,yes,yes,medium-high,no,30.08,9.753593429,1,2021
TG 203,TG-2-21,8/1/21,21-Aug,414.6037,1224.2748,no,yes,yes,yes,medium-high,yes,30.08,27.77142857,2,2021
TG 208,TG-2-21,8/1/21,21-Aug,306.0687,1018.0583,no,yes,yes,yes,medium-high,yes,30.08,18.98569571,2,2021
TG 195,TG-1-21,8/1/21,21-Aug,177.9974,1491.2709,no,yes,yes,yes,medium-high,no,30.08,6.086956522,1,2021
RN 197,RN-1-21,8/1/21,21-Aug,586.089,1688.8046,no,yes,yes,yes,medium-high,no,31.88,19.47513812,1,2021
BH 97,BH-4-21,8/1/21,21-Aug,223.5821,1955.8007,minimal,yes,yes,no,none-low,yes,29.68,15.6774916,4,2021
BH 54,BH-4-21,8/1/21,21-Aug,792.3055,2020.9217,minimal,yes,yes,no,none-low,yes,29.68,16.61474559,4,2021
BH 144,BH-4-21,8/1/21,21-Aug,395.0674,1447.8569,minimal,yes,yes,no,none-low,yes,29.68,16.0591133,4,2021
BE 14,BE-1-21,8/1/21,21-Aug,273.5082,1185.2022,no,yes,yes,yes,medium-high,no,34.8,14.46673706,1,2021
BE 102,BE-2-21,8/1/21,21-Aug,2.1707,1130.9347,no,no,no,yes,medium-high,no,34.8,5.04587156,2,2021
BE 143,BE-2-21,8/1/21,21-Aug,69.4624,970.3029,no,no,no,yes,medium-high,no,34.8,5.024154589,2,2021
BE 166,BE-2-21,8/1/21,21-Aug,54.2675,2559.2553,no,no,no,yes,medium-high,no,34.8,4.620123203,2,2021
BE 176,BE-1-21,8/1/21,21-Aug,455.847,1146.1296,no,yes,yes,yes,medium-high,no,34.8,21.4797136,1,2021
BE 216,BE-1-21,8/1/21,21-Aug,204.0458,853.0851,no,yes,yes,yes,medium-high,no,34.8,19.49685535,1,2021
BS 67,BS-2-21,8/1/21,21-Aug,47.7554,1361.0289,no,no,no,yes,medium-high,yes,40.76,6.310160428,2,2021
BS 172,BS-1-21,8/1/21,21-Aug,295.2152,748.8915,no,yes,no,yes,medium-high,yes,32.8,21.25984252,1,2021
BS 184,BS-1-21,8/1/21,21-Aug,303.898,857.4265,no,yes,no,yes,medium-high,yes,32.8,19.49458484,1,2021
BS 185,BS-2-21,8/1/21,21-Aug,75.9745,740.2087,no,no,no,yes,medium-high,yes,40.76,5.063291139,2,2021
BS 205,BS-2-21,8/1/21,21-Aug,32.5605,720.6724,no,no,no,yes,medium-high,yes,40.76,4.855491329,2,2021
BS 214,BS-1-21,8/1/21,21-Aug,171.4853,627.3323,no,yes,no,yes,medium-high,yes,32.8,18.05,1,2021
KS 189,KS-3-21,8/1/21,21-Aug,75.9745,477.554,no,no,no,no,none-low,yes,20.88,2.792792793,3,2021
KS 187,KS-3-21,8/1/21,21-Aug,19.5363,573.0648,no,no,no,no,none-low,yes,20.88,2.248289345,3,2021
KS 193,KS-3-21,8/1/21,21-Aug,21.707,560.0406,no,no,no,no,none-low,yes,20.88,2.363636364,3,2021
KS 2,KS-2-21,8/1/21,21-Aug,6.5121,733.6966,yes,yes,no,no,none-low,no,28.84,4.275996113,2,2021
KS 98,KS-2-21,8/1/21,21-Aug,52.0968,1228.6162,yes,yes,no,no,none-low,no,28.84,3.87434555,2,2021
KS 103,KS-2-21,8/1/21,21-Aug,54.2675,720.6724,yes,yes,no,no,none-low,no,28.84,4.291417166,2,2021
BT 169,BT-1-21,8/1/21,21-Aug,171.4853,1317.6149,no,yes,yes,no,none-low,yes,32.84,9.698996656,1,2021
BT 63,BT-1-21,8/1/21,21-Aug,193.1923,1198.2264,no,yes,yes,no,none-low,yes,32.84,14.18685121,1,2021
BT 62,BT-1-21,8/1/21,21-Aug,156.2904,1706.1702,no,yes,yes,no,none-low,yes,32.84,14.34977578,1,2021
BT 217,BT-3-21,8/1/21,21-Aug,438.4814,944.2545,no,no,yes,yes,medium-high,yes,20.44,8.562019759,3,2021
BT 210,BT-3-21,8/1/21,21-Aug,188.8509,774.9399,no,no,yes,yes,medium-high,yes,20.44,12.36673774,3,2021
BT 207,BT-3-21,8/1/21,21-Aug,249.6305,866.1093,no,no,yes,yes,medium-high,yes,20.44,10.09501188,3,2021
BT 66,BT-2-21,8/1/21,21-Aug,232.2649,1302.42,no,yes,yes,yes,medium-high,yes,18.72,11.75757576,2,2021
BT 69,BT-2-21,8/1/21,21-Aug,195.363,1107.057,no,yes,yes,yes,medium-high,yes,18.72,11.41942369,2,2021
BT 215,BT-2-21,8/1/21,21-Aug,358.1655,1022.3997,no,yes,yes,yes,medium-high,yes,18.72,9.856035437,2,2021
JA 3,JA-1-21,8/1/21,21-Aug,10.8535,392.8967,yes,no,yes,yes,none-low,no,12,2.946768061,1,2021
JA 57,JA-3-21,8/1/21,21-Aug,58.6089,833.5488,minimal,no,yes,no,none-low,no,11.64,2.487046632,3,2021
JA 60,JA-3-21,8/1/21,21-Aug,2.1707,809.6711,minimal,no,yes,no,none-low,no,11.64,1.946902655,3,2021
JA 85,JA-1-21,8/1/21,21-Aug,4.3414,386.3846,yes,no,yes,yes,none-low,no,12,1.301115242,1,2021
JA 86,JA-1-21,8/1/21,21-Aug,,525.3094,yes,no,yes,yes,none-low,no,12,1.900452489,1,2021
JA 94,JA-2-21,8/1/21,21-Aug,2.1707,553.5285,no,yes,yes,no,medium-high,yes,11.84,7.971014493,2,2021
JA 95,JA-2-21,8/1/21,21-Aug,108.535,644.6979,no,yes,yes,no,medium-high,yes,11.84,1.658536585,2,2021
JA 113,JA-3-21,8/1/21,21-Aug,,,minimal,no,yes,no,none-low,no,11.64,,3,2021
JH 61,JH-1-21,8/1/21,21-Aug,21.707,416.7744,yes,no,no,no,none-low,yes,14.12,2.628918099,1,2021
