sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
TG 25,TG-1-18,6/4/18,18-Jun,19.96045977,no,yes,yes,yes,medium-high,no,26.9,16.52989449,94,869,1885,4368,8,22.28,43,5.59,3.59,346,72,4.39,0.95,16.34,1.31,17.65,1,2018
TG 26,TG-1-18,6/4/18,18-Jun,361.7833333,no,yes,yes,yes,medium-high,no,26.9,14.71238938,182,929,1701,3891,8.2,19.6,45,5.83,4.95,339,75,4.13,0.92,13.06,1.43,14.49,1,2018
TG 27,TG-1-18,6/4/18,18-Jun,308.2394,no,yes,yes,yes,medium-high,no,26.9,14.65909091,105,1008,1755,3972,8.2,20.13,39,4.65,4.94,329,75,4.34,0.85,7.51,1.37,8.88,1,2018
TG 28,TG-1-18,6/4/18,18-Jun,86.828,no,yes,yes,yes,medium-high,no,26.9,17.79835391,174,968,1913,4470,8.1,22.38,37,4.89,5.98,332,74,4.59,1.04,5.18,1.32,6.5,1,2018
TG 29,TG-2-18,6/4/18,18-Jun,533.9422989,yes,yes,yes,yes,none-low,no,27.2,21.30384168,74,1330,1719,4278,8,21.56,44,6.38,5.22,345,76,4.45,1.18,54.25,1.4,55.65,2,2018
TG 30,TG-2-18,6/4/18,18-Jun,190.6695946,yes,yes,yes,yes,none-low,no,27.2,20,133,1395,1798,4410,8.2,21.9,51,6.39,6.39,364,84,4.69,1.01,53.04,1.24,54.28,2,2018
TG 31,TG-2-18,6/4/18,18-Jun,306.0687,yes,yes,yes,yes,none-low,no,27.2,22.22222222,221,1544,2084,4607,8,24.18,52,6.16,9.12,424,82,5.19,1.21,63.78,1.08,64.86,2,2018
TG 32,TG-2-18,6/4/18,18-Jun,282.191,yes,yes,yes,yes,none-low,no,27.2,18.74310915,128,1253,1658,4134,8.2,20.04,42,5.89,6.14,366,78,4.36,1,48.07,1.6,49.67,2,2018
TG 33,TG-3-18,6/4/18,18-Jun,169.663908,no,yes,yes,yes,medium-high,yes,30.7,26.4957265,95,1575,2113,5103,8.3,25.58,41,7.74,7.38,343,80,4.89,1.2,24.56,1.67,26.23,3,2018
TG 34,TG-3-18,6/4/18,18-Jun,190.6695946,no,yes,yes,yes,medium-high,yes,30.7,23.46437346,117,1711,2432,6013,8,28.95,59,8.86,7.87,374,82,5.09,1.07,174,1.49,175.49,3,2018
TG 35,TG-3-18,6/4/18,18-Jun,323.4343,no,yes,yes,yes,medium-high,yes,30.7,31.3559322,92,1964,2391,5174,8.4,27.41,50,9.46,6.13,379,97,5.19,1.42,14.01,1.41,15.42,3,2018
TG 36,TG-3-18,6/4/18,18-Jun,80.3159,no,yes,yes,yes,medium-high,yes,30.7,26.51162791,48,1557,2235,4923,8.2,25.21,35,6.48,4.2,378,78,4.87,1.36,15.33,1.51,16.84,3,2018
RN 49,RN-1-18,6/4/18,18-Jun,306.892069,no,yes,yes,yes,medium-high,yes,24.8,20.5510907,105,2327,1535,4353,7.8,21.86,166,5.61,6.84,346,68,4.47,1.08,127.08,2.52,129.6,1,2018
RN 50,RN-1-18,6/4/18,18-Jun,320.2271396,no,yes,yes,yes,medium-high,yes,24.8,20.37861915,49,1547,1621,4090,8.1,20.56,51,4.52,10.96,406,75,4.68,1.04,20.98,1.56,22.54,1,2018
RN 51,RN-1-18,6/4/18,18-Jun,375.5311,no,yes,yes,yes,medium-high,yes,24.8,21.0989011,58,1593,1530,4175,7.7,20.45,41,4.76,9.9,394,72,4.37,1.07,14.88,1.55,16.43,1,2018
RN 52,RN-1-18,6/4/18,18-Jun,436.3107,no,yes,yes,yes,medium-high,yes,24.8,20.37470726,39,1705,1549,4202,7.5,20.34,68,4.67,9.33,390,72,4.61,1.05,39.05,1.32,40.37,1,2018
RN 53,RN-2-18,6/4/18,18-Jun,107.2874713,minimal,yes,yes,no,none-low,yes,27.2,11.70323929,167,1113,1717,4472,7.8,21.76,86,6.17,3.15,341,92,5.02,0.8,19.69,1.72,21.41,2,2018
RN 54,RN-2-18,6/4/18,18-Jun,70.88997748,minimal,yes,yes,no,none-low,yes,27.2,13.18681319,119,1030,1892,4807,7.8,23.22,69,6.25,3.03,330,97,5.36,0.95,15.1,2.06,17.16,2,2018
RN 55,RN-2-18,6/4/18,18-Jun,112.8764,minimal,yes,yes,no,none-low,yes,27.2,8.790170132,176,1128,1633,4062,7.7,20.4,71,5.05,3.37,319,94,4.54,0.8,7.77,4.77,12.54,2,2018
RN 56,RN-2-18,6/4/18,18-Jun,36.9019,minimal,yes,yes,no,none-low,yes,27.2,10.63829787,128,1107,1690,4525,7.9,21.37,53,5.28,2.78,328,90,4.74,0.94,8.16,2.56,10.72,2,2018
RN 57,RN-3-18,6/4/18,18-Jun,511.4867816,no,yes,yes,yes,medium-high,yes,30.8,25.33333333,189,1482,2203,5383,8,26.53,45,6.07,16.28,316,77,4.44,1.96,18.28,2.97,21.25,3,2018
RN 58,RN-3-18,6/4/18,18-Jun,410.672973,no,yes,yes,yes,medium-high,yes,30.8,21.77985948,47,1473,2082,4669,7.8,24.23,32,4.55,6.28,345,83,4.9,1.34,13.45,3.84,17.29,3,2018
RN 59,RN-3-18,6/4/18,18-Jun,284.3617,no,yes,yes,yes,medium-high,yes,30.8,24.5017585,165,1515,2158,5731,8.2,26.86,34,5.82,13.33,319,76,4.71,1.81,14.91,4.39,19.3,3,2018
RN 60,RN-3-18,6/4/18,18-Jun,199.7044,no,yes,yes,yes,medium-high,yes,30.8,21.8404908,102,1504,2025,4837,8.2,24.05,36,5.71,9.87,304,89,4.38,1.56,10.64,1.41,12.05,3,2018
JB 1,JB-1-18,6/5/18,18-Jun,323.4343,no,yes,yes,yes,medium-high,no,11,4.304304304,162,776,1302,2101,8,12.87,63,3.16,5.85,111,78,1.78,0.69,0.49,1.07,1.56,1,2018
JB 2,JB-1-18,6/5/18,18-Jun,225.7528,no,yes,yes,yes,medium-high,no,11,13.03890641,94,741,1411,1990,8.5,12.2,38,3.61,5.74,101,72,1.64,0.73,1.37,1.06,2.43,1,2018
JB 3,JB-1-18,6/5/18,18-Jun,154.1197,no,yes,yes,yes,medium-high,no,11,11.34969325,109,828,1347,1902,8.2,12.22,57,3.34,3.38,124,78,2.07,0.47,1.31,0.95,2.26,1,2018
JB 4,JB-1-18,6/5/18,18-Jun,323.4343,no,yes,yes,yes,medium-high,no,11,13.6315229,114,822,1534,2070,8.4,13.42,43,4.03,6.27,122,76,1.92,0.65,1.53,0.99,2.52,1,2018
JB 5,JB-2-18,6/5/18,18-Jun,592.6011,no,no,no,no,none-low,yes,9,5.631067961,88,500,392,2182,7,9.32,14,1.03,1.01,114,89,1.78,0.4,1.33,0.95,2.28,2,2018
JB 6,JB-2-18,6/5/18,18-Jun,182.3388,no,no,no,no,none-low,yes,9,7.505285412,25,430,385,1974,6.3,8.69,18,0.77,0.73,108,87,1.8,0.38,1.05,1.14,2.19,2,2018
JB 7,JB-2-18,6/5/18,18-Jun,583.9183,no,no,no,no,none-low,yes,9,5.656934307,51,520,389,2167,7.1,8.9,19,1,0.94,112,91,1.73,0.29,1.55,1.17,2.72,2,2018
JB 8,JB-2-18,6/5/18,18-Jun,490.5782,no,no,no,no,none-low,yes,9,6.742640076,30,526,429,2329,7.4,9.48,16,0.97,0.75,118,77,1.92,0.2,1.09,0.8,1.89,2,2018
JB 9,JB-3-18,6/5/18,18-Jun,104.1936,minimal,yes,yes,yes,medium-high,no,10.6,8.911917098,89,802,1676,2021,8,14.26,94,4.27,2.67,122,70,2.25,0.58,14.02,0.93,14.95,3,2018
JB 10,JB-3-18,6/5/18,18-Jun,1248.1525,minimal,yes,yes,yes,medium-high,no,10.6,8.99315738,111,921,1603,2192,8.1,14.13,43,4.38,2.62,119,66,2.17,0.65,16.36,1.19,17.55,3,2018
JB 11,JB-3-18,6/5/18,18-Jun,160.6318,minimal,yes,yes,yes,medium-high,no,10.6,8.536585366,102,739,1516,1825,8,13.02,74,3.43,2.83,121,69,2.12,0.5,12.72,0.86,13.58,3,2018
JB 12,JB-3-18,6/5/18,18-Jun,123.7299,minimal,yes,yes,yes,medium-high,no,10.6,7.874865156,109,819,1375,1850,7.9,12.6,72,3.37,2.72,127,70,2.01,0.61,8.29,1,9.29,3,2018
MH 61,MH-1-18,6/5/18,18-Jun,460.1884,minimal,no,yes,no,none-low,yes,21.2,10.3965702,156,1084,693,3232,7.5,13.95,13,1.31,2.14,211,96,2.95,0.57,4.5,1.07,5.57,1,2018
MH 62,MH-1-18,6/5/18,18-Jun,160.6318,minimal,no,yes,no,none-low,yes,21.2,5.646036916,158,1123,698,3178,7.5,13.89,17,1.37,2.23,207,90,2.92,0.6,6.25,0.91,7.16,1,2018
MH 63,MH-1-18,6/5/18,18-Jun,382.0432,minimal,no,yes,no,none-low,yes,21.2,7.1875,151,1074,764,3339,7.5,14.5,19,1.43,4.92,202,93,2.97,0.57,1.05,1.44,2.49,1,2018
MH 64,MH-1-18,6/5/18,18-Jun,319.0929,minimal,no,yes,no,none-low,yes,21.2,7.995735608,121,932,665,2760,7.7,12.46,22,1.29,1.72,181,90,2.63,0.53,3.91,0.86,4.77,1,2018
MH 65,MH-2-18,6/5/18,18-Jun,575.2355,minimal,no,yes,no,none-low,yes,13,7.385811467,72,836,404,2009,7.3,8.97,17,1.03,2.21,105,88,1.99,0.41,6.79,0.84,7.63,2,2018
MH 66,MH-2-18,6/5/18,18-Jun,112.8764,minimal,no,yes,no,none-low,yes,13,7.371794872,93,939,479,2061,7.1,9.55,21,1.17,2.6,112,93,2.13,0.44,14.01,0.78,14.79,2,2018
MH 67,MH-2-18,6/5/18,18-Jun,375.5311,minimal,no,yes,no,none-low,yes,13,7.966260544,113,981,535,2590,7.5,11.56,21,1.5,2.88,123,97,2.1,0.55,14.12,0.78,14.9,2,2018
MH 68,MH-2-18,6/5/18,18-Jun,514.4559,minimal,no,yes,no,none-low,yes,13,6.873184898,101,1013,521,2704,7.4,11.42,20,1.31,2.55,128,88,2.15,0.48,7.64,0.79,8.43,2,2018
MH 69,MH-3-18,6/5/18,18-Jun,349.4827,minimal,no,yes,no,none-low,yes,10.8,10.52060738,31,905,380,2275,7.2,9.63,15,0.76,1.8,158,96,2.26,0.43,1.81,0.76,2.57,3,2018
MH 70,MH-3-18,6/5/18,18-Jun,54.2675,minimal,no,yes,no,none-low,yes,10.8,8.99122807,35,931,400,2195,7.5,9.54,13,0.93,1.6,156,96,2.16,0.57,2.69,0.88,3.57,3,2018
MH 71,MH-3-18,6/5/18,18-Jun,410.2623,minimal,no,yes,no,none-low,yes,10.8,6.092843327,38,880,358,2025,7.2,9.28,16,0.85,1.5,144,99,2.06,0.45,6.26,0.79,7.05,3,2018
MH 72,MH-3-18,6/5/18,18-Jun,306.0687,minimal,no,yes,no,none-low,yes,10.8,4.166666667,95,764,333,1815,7.8,7.7,16,0.94,1.79,115,93,1.79,0.26,7.72,1.97,9.69,3,2018
CK 85,CK-1-18,6/6/18,18-Jun,553.5285,no,yes,no,yes,medium-high,no,36.8,17.84037559,292,1427,2059,5410,7.7,25.93,29,3.73,19.14,316,84,5.39,1.96,12.98,2.22,15.2,1,2018
CK 86,CK-1-18,6/6/18,18-Jun,570.8941,no,yes,no,yes,medium-high,no,36.8,1.689860835,75,1033,1909,5240,7.7,23.97,28,3.09,7.39,303,81,5.3,1.47,8.76,2.94,11.7,1,2018
CK 87,CK-1-18,6/6/18,18-Jun,831.3781,no,yes,no,yes,medium-high,no,36.8,23.92776524,240,1453,2003,5313,7.8,25.89,34,3.79,16.33,315,84,5.46,2.21,12.28,2.92,15.2,1,2018
CK 88,CK-1-18,6/6/18,18-Jun,449.3349,no,yes,no,yes,medium-high,no,36.8,22.56902761,102,1470,2303,5794,7.6,28.76,28,3.61,11.21,356,89,6,1.72,13.71,2.55,16.26,1,2018
CK 89,CK-2-18,6/6/18,18-Jun,336.4585,no,yes,no,yes,medium-high,no,38,9.956709957,231,1691,1744,5884,7.8,26.94,29,3.59,15.51,408,83,6.82,2.17,5.83,2.49,8.32,2,2018
CK 90,CK-2-18,6/6/18,18-Jun,388.5553,no,yes,no,yes,medium-high,no,38,25.80645161,636,2106,2021,8735,8,34.55,43,4.22,35.88,347,102,7.13,2.92,16.64,1.67,18.31,2,2018
CK 91,CK-2-18,6/6/18,18-Jun,310.4101,no,yes,no,yes,medium-high,no,38,22.31707317,281,1650,1769,5812,7.8,26.01,28,3.91,20.2,379,87,6.76,2.52,18.51,2.32,20.83,2,2018
CK 92,CK-2-18,6/6/18,18-Jun,184.5095,no,yes,no,yes,medium-high,no,38,23.85620915,125,1222,1486,4753,7.2,22.04,28,2.25,9.07,401,87,5.53,1.74,5.81,1.59,7.4,2,2018
CK 93,CK-3-18,6/6/18,18-Jun,191.0216,no,yes,no,yes,medium-high,no,33.6,14.01590457,169,1581,1674,4989,6.6,24.27,35,2.08,8.17,368,100,4.66,1.76,16.36,2.55,18.91,3,2018
CK 94,CK-3-18,6/6/18,18-Jun,397.2381,no,yes,no,yes,medium-high,no,33.6,16.35514019,62,1267,1593,4381,7.2,21.21,31,2.07,6.05,352,100,4.4,1.53,113.91,2.28,116.19,3,2018
CK 95,CK-3-18,6/6/18,18-Jun,360.3362,no,yes,no,yes,medium-high,no,33.6,10.17897092,40,1098,1627,4807,7,23,32,2.12,6.27,386,120,4.51,1.61,12.19,1.66,13.85,3,2018
CK 96,CK-3-18,6/6/18,18-Jun,314.7515,no,yes,no,yes,medium-high,no,33.6,24.69586375,40,1124,1405,4918,7.1,21.99,27,2.18,5.5,406,76,4.73,1.69,20.1,2.16,22.26,3,2018
KK 73,KK-1-18,6/7/18,18-Jun,883.4749,no,yes,no,yes,medium-high,yes,14.4,14.25339367,225,914,897,2398,7.4,12.1,19,1.97,24.35,121,93,1.92,1.01,40.12,1.95,42.07,1,2018
KK 74,KK-1-18,6/7/18,18-Jun,562.2113,no,yes,no,yes,medium-high,yes,14.4,15.44532131,150,937,1020,2629,7.4,13.22,22,2.24,24.66,141,80,2.27,1.13,4.41,1.47,5.88,1,2018
KK 75,KK-1-18,6/7/18,18-Jun,1033.2532,no,yes,no,yes,medium-high,yes,14.4,23.375,197,927,1170,3163,7.2,15.57,27,2.68,31.11,133,91,2.95,1.65,4.21,1.42,5.63,1,2018
KK 76,KK-1-18,6/7/18,18-Jun,258.3133,no,yes,no,yes,medium-high,yes,14.4,12.65822785,139,825,949,2518,7.3,12.9,22,2.48,30.93,133,88,2.32,1.01,9.8,1.93,11.73,1,2018
KK 77,KK-2-18,6/7/18,18-Jun,115.0471,no,yes,yes,no,none-low,no,12.8,8.994197292,224,742,684,2100,6.1,11.05,33,1.18,25.72,151,125,2.54,0.84,8.13,1.39,9.52,2,2018
KK 78,KK-2-18,6/7/18,18-Jun,275.6789,no,yes,yes,no,none-low,no,12.8,10.69574247,173,1186,830,2306,7,12.34,29,1.93,26.02,146,89,2.53,1.12,25.72,1.46,27.18,2,2018
KK 79,KK-2-18,6/7/18,18-Jun,162.8025,no,yes,yes,no,none-low,no,12.8,,163,1084,902,2585,7.1,13.21,31,2,21.67,151,79,3.03,1.13,28.39,1.18,29.57,2,2018
KK 80,KK-2-18,6/7/18,18-Jun,386.3846,no,yes,yes,no,none-low,no,12.8,7.008368201,233,1041,764,2251,6.9,11.74,39,1.7,26.16,135,88,2.52,1.16,23.82,1.63,25.45,2,2018
KK 81,KK-3-18,6/7/18,18-Jun,219.2407,no,yes,no,yes,medium-high,yes,15.2,10.21276596,169,1288,923,2898,8.1,13.94,20,2.2,18.3,226,86,2.81,0.83,34.27,1.65,35.92,3,2018
KK 82,KK-3-18,6/7/18,18-Jun,164.9732,no,yes,no,yes,medium-high,yes,15.2,13.14102564,185,1080,943,3091,8.1,13.84,21,2.29,22.09,229,86,3.12,0.86,2.36,3.36,5.72,3,2018
KK 83,KK-3-18,6/7/18,18-Jun,518.7973,no,yes,no,yes,medium-high,yes,15.2,11.2849162,240,1202,896,2954,7.8,13.85,27,2.25,24.9,226,87,2.78,0.97,3.11,1.53,4.64,3,2018
KK 84,KK-3-18,6/7/18,18-Jun,80.3159,no,yes,no,yes,medium-high,yes,15.2,10.88082902,270,1260,966,3449,8.1,15.46,25,2.57,21.03,214,85,2.8,1,8.13,2.13,10.26,3,2018
JA 109,JA-1-18,6/8/18,18-Jun,948.5959,no,no,no,yes,medium-high,no,8.4,5.377358491,129,909,717,2440,8.2,11.05,19,3.48,13.82,96,100,2.14,0.45,7.03,1.64,8.67,1,2018
JA 110,JA-1-18,6/8/18,18-Jun,73.8038,no,no,no,yes,medium-high,no,8.4,2.808988764,90,972,800,6488,8.5,21.19,21,3.46,18.8,95,74,2.77,0.48,6.26,0.79,7.05,1,2018
JA 111,JA-1-18,6/8/18,18-Jun,1714.853,no,no,no,yes,medium-high,no,8.4,3.609756098,66,729,696,2421,8.1,10.68,16,2.55,8.41,90,87,2.33,0.37,4.05,1.47,5.52,1,2018
JA 112,JA-1-18,6/8/18,18-Jun,440.6521,no,no,no,yes,medium-high,no,8.4,2.621359223,105,662,612,2097,8,9.44,17,2.21,16.22,79,84,3.5,0.42,2.74,1.2,3.94,1,2018
JA 113,JA-2-18,6/8/18,18-Jun,49.9261,yes,yes,yes,no,none-low,no,10.4,7.979274611,34,666,752,2046,7.3,10.3,127,2.36,2.27,96,75,1.73,0.4,9.71,1.06,10.77,2,2018
JA 114,JA-2-18,6/8/18,18-Jun,1206.9092,yes,yes,yes,no,none-low,no,10.4,8.956796628,44,721,774,2558,7.6,11.74,24,2.22,1.49,112,72,1.91,0.59,3.34,1.24,4.58,2,2018
JA 115,JA-2-18,6/8/18,18-Jun,336.4585,yes,yes,yes,no,none-low,no,10.4,8.43495935,49,479,746,2086,7.5,10.53,17,2.02,1.3,107,72,1.86,0.41,2.08,2.77,4.85,2,2018
JA 116,JA-2-18,6/8/18,18-Jun,110.7057,yes,yes,yes,no,none-low,no,10.4,5.323193916,64,762,768,2318,7.1,10.77,199,2.35,6.11,98,83,2.35,0.49,38.51,1.1,39.61,2,2018
JA 117,JA-3-18,6/8/18,18-Jun,293.0445,yes,no,yes,no,none-low,no,9.9,5.738476011,52,504,284,3378,8.2,11.07,12,1.1,0.93,84,82,1.8,0.33,2.01,1.35,3.36,3,2018
JA 118,JA-3-18,6/8/18,18-Jun,151.949,yes,no,yes,no,none-low,no,9.9,2.741116751,51,478,268,3050,7.8,10.15,11,1.04,0.7,76,77,1.55,0.35,14.85,5.73,20.58,3,2018
JA 119,JA-3-18,6/8/18,18-Jun,360.3362,yes,no,yes,no,none-low,no,9.9,18.54379977,38,469,265,2764,7.8,9.81,8,0.93,0.78,77,85,1.48,0.35,1.1,1.48,2.58,3,2018
JA 120,JA-3-18,6/8/18,18-Jun,284.3617,yes,no,yes,no,none-low,no,9.9,5.416248746,56,570,306,3455,8,11.84,10,1.14,0.84,78,79,1.68,0.44,3.65,1.24,4.89,3,2018
KS 121,KS-1-18,6/11/18,18-Jun,588.2597,yes,yes,yes,no,none-low,no,24.4,10.2189781,47,708,1790,3050,8.2,17.59,38,4.31,1.48,288,89,4.82,0.9,6.49,1.07,7.56,1,2018
KS 122,KS-1-18,6/11/18,18-Jun,520.968,yes,yes,yes,no,none-low,no,24.4,8.262711864,60,909,2038,3676,7.7,20.44,86,4.82,1.65,331,86,5.12,0.95,74.3,1.33,75.63,1,2018
KS 123,KS-1-18,6/11/18,18-Jun,633.8444,yes,yes,yes,no,none-low,no,24.4,9.639830508,51,1050,1622,3964,7.5,19.61,100,4.34,1.54,324,89,4.88,1.05,82.8,2.42,85.22,1,2018
KS 124,KS-1-18,6/11/18,18-Jun,633.8444,yes,yes,yes,no,none-low,no,24.4,5.306971904,62,1098,1540,3605,7.9,18.43,26,4.52,1.65,330,87,4.99,0.94,6.03,2.86,8.89,1,2018
KS 125,KS-2-18,6/11/18,18-Jun,651.21,yes,no,no,no,none-low,no,13,4.428424305,55,852,1009,2850,7.6,14.02,19,2.47,1.23,217,85,3.41,0.76,7.35,1.23,8.58,2,2018
KS 126,KS-2-18,6/11/18,18-Jun,188.8509,yes,no,no,no,none-low,no,13,5.100956429,46,746,1040,2834,7.4,13.97,19,2.46,1.31,213,82,3.2,0.71,9.63,1.24,10.87,2,2018
KS 127,KS-2-18,6/11/18,18-Jun,286.5324,yes,no,no,no,none-low,no,13,5.561172902,37,715,1018,2754,7.6,13.64,16,2.1,0.99,239,89,3.39,0.67,9.11,1.63,10.74,2,2018
KS 128,KS-2-18,6/11/18,18-Jun,427.6279,yes,no,no,no,none-low,no,13,3.815261044,33,730,1082,2837,7.6,14.13,13,2.2,0.93,238,86,3.51,0.71,6.39,1.45,7.84,2,2018
KS 129,KS-3-18,6/11/18,18-Jun,479.7247,minimal,no,no,no,medium-high,no,24.5,4.559915164,24,956,755,5721,7.8,20.67,25,2.3,1.3,316,80,4.37,1.38,8.29,4.86,13.15,3,2018
KS 130,KS-3-18,6/11/18,18-Jun,586.089,minimal,no,no,no,medium-high,no,24.5,4.187946885,22,898,775,4571,7.2,17.8,23,1.86,1.2,303,90,4.05,1.25,10.54,3.69,14.23,3,2018
KS 131,KS-3-18,6/11/18,18-Jun,319.0929,minimal,no,no,no,medium-high,no,24.5,5.393743258,18,846,774,5003,7.3,19.21,25,1.9,1.16,328,92,4.18,1.27,11.17,5.5,16.67,3,2018
KS 132,KS-3-18,6/11/18,18-Jun,132.4127,minimal,no,no,no,medium-high,no,24.5,3.54295837,31,981,734,4746,7.5,18.18,30,2.01,1.23,333,97,4.24,1.27,8.15,3.9,12.05,3,2018
EE 21,EE-1-18,6/12/18,18-Jun,132.4127,no,yes,no,yes,medium-high,no,31.1,16.97038724,99,1378,1541,4854,7.6,22.72,44,3.28,3.48,389,74,4.37,1.6,31.09,4.08,35.17,1,2018
EE 22,EE-1-18,6/12/18,18-Jun,312.5808,no,yes,no,yes,medium-high,no,31.1,13.76734258,110,1369,1553,4805,7.3,22.63,39,2.89,4.82,406,74,4.74,1.56,29.07,1.99,31.06,1,2018
EE 23,EE-1-18,6/12/18,18-Jun,125.9006,no,yes,no,yes,medium-high,no,31.1,18.37655017,132,1395,1657,4917,7.7,22.98,29,3.5,4.58,390,70,4.66,1.61,15.72,1.89,17.61,1,2018
EE 24,EE-1-18,6/12/18,18-Jun,447.1642,no,yes,no,yes,medium-high,no,31.1,22.35421166,93,1335,1469,8954,8.5,31.81,28,5.02,4.62,336,46,4.46,1.78,11.03,1.15,12.18,1,2018
EE 105,EE-2-18,6/12/18,18-Jun,160.6318,no,yes,no,yes,medium-high,no,28.9,13.44902386,130,1404,1366,4348,7.7,20.36,29,2.72,4.86,440,102,4.63,1.52,15.81,1.6,17.41,2,2018
EE 106,EE-2-18,6/12/18,18-Jun,230.0942,no,yes,no,yes,medium-high,no,28.9,8.681672026,114,1505,1371,4140,7.4,19.99,27,2.56,4.89,431,103,4.58,1.32,15.69,2.16,17.85,2,2018
EE 107,EE-2-18,6/12/18,18-Jun,102.0229,no,yes,no,yes,medium-high,no,28.9,7.430997877,102,1419,1396,4368,7.5,20.55,30,2.79,4.26,442,100,4.74,1.35,19.11,1.76,20.87,2,2018
EE 108,EE-2-18,6/12/18,18-Jun,110.7057,no,yes,no,yes,medium-high,no,28.9,8.198380567,117,1577,1379,4282,7.5,20.47,37,3,5.51,444,104,4.69,1.37,22.62,1.72,24.34,2,2018
BE 13,BE-1-18,6/12/18,18-Jun,177.9974,no,yes,yes,yes,medium-high,no,33.1,13.34841629,142,1760,1375,4605,6.7,22.29,26,2.03,3.89,351,143,6.24,1.5,12.73,1.45,14.18,1,2018
BE 14,BE-1-18,6/12/18,18-Jun,177.9974,no,yes,yes,yes,medium-high,no,33.1,6.952965235,165,1573,1461,5130,7.3,23.32,22,2.74,5.44,449,92,6.22,1.64,10.55,1.05,11.6,1,2018
BE 15,BE-1-18,6/12/18,18-Jun,102.0229,no,yes,yes,yes,medium-high,no,33.1,13.39977852,142,1241,1504,5115,7.4,23.04,17,2.33,5.93,454,104,6.04,1.67,11,3.73,14.73,1,2018
BE 16,BE-1-18,6/12/18,18-Jun,158.4611,no,yes,yes,yes,medium-high,no,33.1,17.92349727,109,1261,1420,4920,7.4,22.23,19,2.45,4.58,473,80,6.3,1.65,7.7,1.13,8.83,1,2018
BE 17,BE-2-18,6/12/18,18-Jun,175.8267,no,no,no,yes,medium-high,no,28.5,17.58691207,149,1743,1411,5054,7.5,22.74,23,3.3,6.76,476,80,5.84,1.84,18.6,2.82,21.42,2,2018
BE 18,BE-2-18,6/12/18,18-Jun,15.1949,no,no,no,yes,medium-high,no,28.5,15.46511628,97,1308,1598,4925,7.1,23.04,31,2.66,5.95,486,72,6.2,1.68,42.49,1.73,44.22,2,2018
BE 19,BE-2-18,6/12/18,18-Jun,358.1655,no,no,no,yes,medium-high,no,28.5,13.74045802,134,1415,1659,5056,7.4,23.76,24,2.77,7.02,449,77,6.17,1.8,18.36,1.07,19.43,2,2018
BE 20,BE-2-18,6/12/18,18-Jun,327.7757,no,no,no,yes,medium-high,no,28.5,21.40430351,195,1569,1579,5201,7.6,23.99,24,2.93,8.38,463,83,6.39,1.76,14.63,1.29,15.92,2,2018
BS 97,BS-1-18,6/12/18,18-Jun,271.3375,no,yes,yes,no,none-low,no,28.8,14.56736035,26,1469,1422,5310,7.8,23.48,31,3.26,2.21,337,75,5.25,1.53,17.69,1.41,19.1,1,2018
BS 98,BS-1-18,6/12/18,18-Jun,373.3604,no,yes,yes,no,none-low,no,28.8,15.84470094,23,1401,1403,5320,7.1,23.74,34,3.04,2.16,338,72,5.27,1.52,14.6,1.45,16.05,1,2018
BS 99,BS-1-18,6/12/18,18-Jun,208.3872,no,yes,yes,no,none-low,no,28.8,19.14672216,21,1135,1422,5265,6.7,22.94,29,3.26,1.65,316,76,5.37,1.42,7.53,2.71,10.24,1,2018
BS 100,BS-1-18,6/12/18,18-Jun,260.484,no,yes,yes,no,none-low,no,28.8,14.1928494,17,1445,1432,5531,7.4,24.04,29,3.07,1.96,300,75,5.37,1.5,14.1,1.64,15.74,1,2018
BS 101,BS-2-18,6/12/18,18-Jun,382.0432,no,yes,yes,yes,medium-high,no,34.8,21.47239264,11,1197,1989,10140,8.3,37.17,32,5.11,2.17,243,73,6.39,1.7,6.9,1.4,8.3,2,2018
BS 102,BS-2-18,6/12/18,18-Jun,128.0713,no,yes,yes,yes,medium-high,no,34.8,21.1750306,19,1296,1687,6710,8.3,27.86,27,4.56,2.54,282,81,6.23,1.66,8.58,1.02,9.6,2,2018
BS 103,BS-2-18,6/12/18,18-Jun,395.0674,no,yes,yes,yes,medium-high,no,34.8,18.21386604,37,1370,1447,9606,8.5,33.8,34,4.48,3.07,294,62,5.61,1.53,13.9,1.41,15.31,2,2018
BS 104,BS-2-18,6/12/18,18-Jun,210.5579,no,yes,yes,yes,medium-high,no,34.8,20.23809524,32,1561,1896,6567,8.2,28.71,36,4.67,4.11,325,80,6.41,1.83,27.12,1.99,29.11,2,2018
BH 37,BH-1-18,6/13/18,18-Jun,260.484,yes,yes,yes,yes,medium-high,no,23.3,14.22319475,147,1789,1730,6421,8.2,27.55,53,5.88,8.93,263,82,4.59,1.61,37.55,0.98,38.53,1,2018
BH 38,BH-1-18,6/13/18,18-Jun,761.9157,yes,yes,yes,yes,medium-high,no,23.3,14.97747748,147,1907,1597,6579,7.9,27.54,56,5.93,7.81,248,79,4.47,1.59,38.41,1.14,39.55,1,2018
